CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,PAN,PRI,PRD,PT,PVEM,MC,PAC,PS,MORENA,PANALT,PEST,PISSI,PES,RSP,FXM,PAN_PRI_PRD_PAC_PS,PAN_PRI_PRD_PAC,PAN_PRI_PRD_PS,PAN_PRI_PAC_PS,PAN_PRD_PAC_PS,PRI_PRD_PAC_PS,PAN_PRI_PRD,PAN_PRI_PAC,PAN_PRI_PS,PAN_PRD_PAC,PAN_PAC_PS,PAN_PRD_PS,PRI_PRD_PAC,PRI_PRD_PS,PRI_PAC_PS,PRD_PAC_PS,PAN_PRI,PAN_PRD,PAN_PAC,PAN_PS,PRI_PRD,PRI_PAC,PRI_PS,PRD_PAC,PRD_PS,PAC_PS,PT_PVEM_MORENA_PANALT_PEST,PT_PVEM_MORENA_PANALT,PT_PVEM_MORENA_PEST,PT_PVEM_PANALT_PEST,PT_MORENA_PANALT_PEST,PVEM_MORENA_PANALT_PEST,PT_PVEM_MORENA,PT_PVEM_PANALT,PT_PVEM_PEST,PT_MORENA_PANALT,PT_PANALT_PEST,PT_MORENA_PEST,PVEM_MORENA_PANALT,PVEM_MORENA_PEST,PVEM_PANALT_PEST,MORENA_PANALT_PEST,PT_PVEM,PT_MORENA,PT_PANALT,PT_PEST,PVEM_MORENA,PVEM_PANALT,PVEM_PEST,MORENA_PANALT,MORENA_PEST,PANALT_PEST,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,29,TLAXCALA,4,APIZACO,3,APIZACO,22,2,156,151,27,33,9,16,20,5,222,10,7,3,12,68,20,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769,0,24,793,1351
,29,TLAXCALA,4,APIZACO,3,APIZACO,23,2,107,96,18,14,3,15,8,3,124,4,3,0,5,38,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,1,6,459,730
,29,TLAXCALA,4,APIZACO,3,APIZACO,24,2,136,88,15,22,8,10,5,2,174,6,8,2,3,22,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,1,6,522,862
,29,TLAXCALA,4,APIZACO,3,APIZACO,25,2,192,125,23,26,7,12,10,7,235,6,4,3,15,51,16,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,745,0,15,760,1271
,29,TLAXCALA,4,APIZACO,3,APIZACO,26,2,215,134,17,40,8,18,15,7,221,7,2,3,19,83,14,7,1,1,0,1,0,4,0,0,0,1,0,0,0,0,0,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,837,1,15,853,1412
,29,TLAXCALA,4,APIZACO,3,APIZACO,27,3,147,133,29,38,11,20,15,5,251,2,1,2,16,137,20,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,1,23,1205,2095
,29,TLAXCALA,4,APIZACO,3,APIZACO,28,2,115,104,18,39,6,19,14,6,318,2,8,3,7,95,9,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,777,0,19,796,1479
,29,TLAXCALA,4,APIZACO,3,APIZACO,29,3,182,179,31,33,10,14,18,2,324,14,10,4,13,83,22,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,2,0,967,1,16,984,1704
,29,TLAXCALA,4,APIZACO,3,APIZACO,30,9,684,477,73,106,23,75,34,27,1244,25,29,21,39,306,77,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3320,1,70,3391,6130
,29,TLAXCALA,4,APIZACO,3,APIZACO,31,5,318,172,29,52,15,25,31,6,556,13,32,5,19,171,38,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1508,1,47,1556,3025
,29,TLAXCALA,4,APIZACO,3,APIZACO,32,3,325,187,41,33,10,15,19,8,357,8,5,3,7,83,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116,1,15,1132,1876
,29,TLAXCALA,4,APIZACO,3,APIZACO,33,3,206,155,44,55,19,26,17,6,395,6,6,12,23,131,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153,0,52,1205,2171
,29,TLAXCALA,4,APIZACO,3,APIZACO,34,2,156,152,25,33,4,12,14,2,277,1,9,1,8,77,16,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,811,0,21,832,1390
,29,TLAXCALA,4,APIZACO,3,APIZACO,35,2,187,126,25,38,6,18,10,3,225,3,3,4,3,61,17,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,751,0,7,758,1179
,29,TLAXCALA,4,APIZACO,3,APIZACO,36,3,257,198,26,26,11,24,18,4,331,5,8,6,8,76,24,6,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1042,2,24,1068,2053
,29,TLAXCALA,4,APIZACO,3,APIZACO,37,2,155,155,28,31,10,21,11,4,300,4,7,1,8,78,10,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,1,0,842,0,16,858,1303
,29,TLAXCALA,5,SAN DIONICIO YAUHQUEMEHCAN,3,APIZACO,38,2,181,91,185,17,13,10,7,4,121,1,4,5,2,86,25,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,0,26,784,1002
,29,TLAXCALA,4,APIZACO,3,APIZACO,39,2,198,90,42,48,16,12,11,7,230,3,20,6,8,89,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,790,1,30,821,1213
,29,TLAXCALA,4,APIZACO,3,APIZACO,40,4,313,164,35,36,15,22,45,30,613,18,46,7,13,203,27,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,3,0,1609,0,37,1646,2598
,29,TLAXCALA,4,APIZACO,3,APIZACO,41,5,515,193,44,61,37,36,50,50,743,18,40,6,26,186,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2049,0,44,2093,3209
,29,TLAXCALA,4,APIZACO,3,APIZACO,42,1,89,51,15,8,9,5,5,1,93,5,7,2,10,31,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,18,364,621
,29,TLAXCALA,4,APIZACO,3,APIZACO,43,5,453,265,65,58,21,46,23,44,757,19,31,14,12,186,39,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,2048,0,58,2106,3728
,29,TLAXCALA,4,APIZACO,3,APIZACO,44,3,282,118,41,27,33,33,21,17,527,9,36,10,16,169,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1377,0,38,1415,2193
,29,TLAXCALA,4,APIZACO,3,APIZACO,45,1,46,37,7,10,1,6,8,1,95,0,13,1,2,37,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,7,291,445
,29,TLAXCALA,4,APIZACO,3,APIZACO,46,3,195,124,32,52,18,21,42,18,412,9,15,54,24,130,52,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1220,0,32,1252,1918
,29,TLAXCALA,4,APIZACO,3,APIZACO,47,4,266,128,37,40,19,14,17,10,499,11,19,6,41,165,31,23,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,0,39,1386,2574
,29,TLAXCALA,4,APIZACO,3,APIZACO,48,1,51,31,11,4,4,1,3,1,91,0,1,1,5,44,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,3,266,372
,29,TLAXCALA,2,TLAXCO DE MORELOS,4,ATLANGATEPEC,49,1,21,111,12,17,18,8,18,25,228,22,22,3,1,19,14,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,2,0,552,0,14,566,720
,29,TLAXCALA,2,TLAXCO DE MORELOS,4,ATLANGATEPEC,50,1,40,109,3,6,2,1,2,10,80,6,7,2,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,5,307,369
,29,TLAXCALA,2,TLAXCO DE MORELOS,4,ATLANGATEPEC,51,1,28,83,24,4,9,1,4,2,73,39,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,280,0,10,290,353
,29,TLAXCALA,2,TLAXCO DE MORELOS,4,ATLANGATEPEC,52,1,15,24,1,1,2,1,0,0,33,19,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,6,107,122
,29,TLAXCALA,2,TLAXCO DE MORELOS,4,ATLANGATEPEC,53,2,96,155,30,17,32,2,25,23,262,27,13,20,3,60,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,1,0,800,0,26,826,1141
,29,TLAXCALA,2,TLAXCO DE MORELOS,4,ATLANGATEPEC,54,1,27,87,5,7,7,4,11,14,131,18,2,2,0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,9,333,432
,29,TLAXCALA,2,TLAXCO DE MORELOS,4,ATLANGATEPEC,55,1,30,43,15,8,15,4,7,5,67,11,2,0,2,26,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,248,0,10,258,350
,29,TLAXCALA,2,TLAXCO DE MORELOS,4,ATLANGATEPEC,56,2,144,233,25,26,23,6,34,18,274,20,14,4,2,58,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,896,0,17,913,1243
,29,TLAXCALA,2,TLAXCO DE MORELOS,4,ATLANGATEPEC,57,1,46,94,3,6,4,0,11,1,65,17,12,2,2,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,11,290,374
,29,TLAXCALA,2,TLAXCO DE MORELOS,34,TLAXCO,58,1,21,17,11,3,2,0,9,0,54,2,0,1,0,8,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,8,141,228
,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,59,2,113,176,44,85,55,4,10,19,163,5,2,19,0,35,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,751,0,25,776,1018
,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,60,2,101,90,36,33,48,2,5,3,197,4,1,3,2,18,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,23,590,756
,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,61,2,53,95,14,55,57,2,9,7,95,2,1,2,1,6,3,2,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,8,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,427,0,16,443,573
,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,62,1,75,77,14,22,16,0,0,0,61,5,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,17,293,344
,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,63,1,38,83,28,5,35,2,8,2,77,2,0,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,12,303,351
,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,64,1,23,33,24,9,19,0,0,0,62,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,12,192,219
,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,65,1,39,47,6,26,5,0,1,0,55,5,2,4,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,207,0,4,211,242
,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,66,1,69,84,24,22,37,2,7,0,128,4,2,2,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,18,418,531
,29,TLAXCALA,11,HUAMANTLA,5,ATLTZAYANCA,67,1,19,48,10,6,11,1,4,2,93,2,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,209,0,4,213,239
